id,name,area_name,salary_from,salary_to,salary_gross,salary_currency,employer_name
112402476,Lead QA engineer (GitVerse),Москва,,450000.0,False,RUR,SberTech
112715391,3D-моделлер / 3D-визуализатор (на проект),Москва,,50000.0,False,RUR,ГРЕЧКА
112760153,Android разработчик,Москва,100000.0,200000.0,False,RUR,Восхождение
111444669,Middle Manual QA Engineer,Москва,80000.0,150000.0,True,RUR,Бринго
111220925,Ручной тестировщик,Москва,100000.0,,False,RUR,Альпина Паблишер
112716353,"Специалист по маркировке ""Честный знак""",Москва,80000.0,,False,RUR,Роял Фрут Русь
111903222,Frontend-разработчик,Москва,120000.0,150000.0,False,RUR,ЛВ Софт
112696349,Senior Product Manager,Москва,290000.0,,False,RUR,BelkaCar
110816369,"Инженер-программист отдела комплексной разработки, сопровождения и отладки специальных систем",Москва,100000.0,,False,RUR,"Моринформсистема-Агат, Концерн"
110961770,Junior Java Developer,Москва,70000.0,,False,RUR,Effective Mobile
112368117,SEO-специалист (middle-senior),Москва,200000.0,350000.0,False,RUR,Лопатин Владимир Андреевич
106289021,Специалист (в офис),Москва,200000.0,250000.0,False,RUR,Самолет Плюс Мск Юг
111274865,Junior Java-программист,Москва,60000.0,120000.0,False,RUR,Oxytocin
112738273,Руководитель ИТ-проектов (Junior / Middle),Москва,175000.0,250000.0,True,RUR,BTLab
106472891,Куратор студентов в Яндекс Практикум,Москва,50000.0,50000.0,False,RUR,Яндекс Практикум
112436052,Младший тестировщик игр,Санкт-Петербург,80000.0,80000.0,True,RUR,Пиксель Шквал
110970217,Junior Java developer,Москва,80000.0,,False,RUR,Бюро кредитных историй Скоринг Бюро
112716644,Разработчик Python,Москва,100000.0,140000.0,False,RUR,EORA
111986443,Тестировщик ПО (manual),Москва,150000.0,250000.0,False,RUR,OONE WORLD
112602893,Frontend developer (JavaScript),Москва,4000.0,,False,EUR,Топассистент
110883330,Python разработчик (Django),Москва,50000.0,90000.0,False,RUR,Hammer Systems
112650455,Frontend Developer,Москва,3000.0,5000.0,True,USD,Podscribe
112612072,Java-разработчик,Москва,200000.0,250000.0,False,RUR,Прайм-Айти
112772438,Бэкенд-разработчик Python / Backend Python Developer (Middle),Москва,180000.0,220000.0,False,RUR,Группа компаний ТехноТранс (АО Технотранс)
111946301,Программист PHP,Москва,40000.0,65000.0,False,RUR,Фьюче
112594462,HTML-верстальщик,Москва,80000.0,130000.0,False,RUR,Semprogroup
112755714,Flutter разработчик,Москва,150000.0,350000.0,False,RUR,Слепая курица
112787920,Junior game designer,Москва,,50000.0,False,RUR,Волеводз Дмитрий Александрович
112743163,Junior IT специалист | Системный аналитик,Москва,100000.0,160000.0,False,RUR,Soar high software
112650446,Lead Frontend Developer,Москва,5000.0,8000.0,True,USD,Podscribe
112795264,Junior QA Инженер,Москва,75000.0,75000.0,False,RUR,FunFlow (ООО Мобильные Игровые Решения)
112443168,Хостес в ресторан Mela,Москва,100000.0,,False,RUR,Agalarov Development
112168396,Администратор сайта/Контент менеджер,Москва,70000.0,90000.0,False,RUR,Автохаус
112607639,Project manager,Москва,280000.0,350000.0,False,RUR,PROFITEROLE
112786679,PHP разработчик Laravel,Москва,1000.0,1500.0,True,USD,Alexarix
112449877,Администратор сайта,Москва,300000.0,350000.0,True,RUR,Мешков Роман Владимирович
109026369,Программист 1С (senior),Москва,237000.0,335000.0,False,RUR,EXPICO
112751586,PHP программист,Москва,120000.0,,False,RUR,Геномед
111261368,QA Engineer (Manual),Москва,3000.0,,True,USD,Коллектив Интеллидженс Системс
111807231,Тестировщик / QA Engineer (Middle) (Удаленно),Москва,2100.0,2300.0,False,USD,Superduper
109571000,Секретарь в премиальную зону ресепшн,Москва,80000.0,100000.0,False,RUR,Bms Development Group
112759781,Разработчик BIM,Москва,150000.0,,False,RUR,Брусника
112537533,React developer,Москва,200000.0,,False,RUR,В Кадре
111790740,"Продуктовый Дизайнер в hr, talent - tech стартап (международный)/Product Designer",Москва,100000.0,500000.0,False,RUR,Буров Алексей Константинович
112703532,UX/UI Designer,Москва,270000.0,,False,RUR,Spiel Media
112352624,Специалист технической поддержки,Москва,80000.0,,False,RUR,IT-Доминанта
112714482,Python-разработчик| Backend developer,Москва,100000.0,300000.0,False,RUR,Эквариум
112042486,Бизнес-аналитик,Москва,,400000.0,False,RUR,БизнесМатика
111603555,Java-разработчик Middle (полностью удаленно),Москва,180000.0,250000.0,False,RUR,Фабрика Решений
112698189,Junior Project-менеджер,Москва,,120000.0,True,RUR,KTS
112174751,Junior QA Engineer,Москва,,100000.0,False,RUR,Перформикс
112281223,ML engineer (middle-senior),Москва,500000.0,700000.0,False,RUR,Лопатин Владимир Андреевич
112725665,Веб-программист,Москва,53000.0,155000.0,False,RUR,Cetera
108637623,Frontend-разработчик,Москва,,150000.0,False,RUR,RecruitTech
112551325,Коммерческий директор (CCO),Москва,300000.0,,True,RUR,Романов Дмитрий Алексеевич
111749326,Фронтенд-разработчик,Москва,200000.0,,True,RUR,ФГБУ ГИВЦ Минкультуры России
112039191,QA engineer / тестировщик (middle),Москва,100000.0,,False,RUR,Туроператор Русь
112762515,Инженер службы технической поддержки,Москва,80000.0,,True,RUR,Seeneco
112732617,Technical Service Engineer,Москва,4000.0,7000.0,False,USD,Lamipak
111114998,Инженер по тестированию ПО,Москва,250000.0,,False,RUR,ET HR
112342343,Инженер по пожарной безопасности,Москва,200000.0,,False,RUR,LOTS.Development
111090589,Руководитель отдела по работе с партнерами,Москва,300000.0,,False,RUR,BYTIME
106563411,Инженер по тестированию (продукт «Единый клиент»),Москва,,150000.0,False,RUR,HFLabs
112367720,"Менеджер по продажам (квалификация, регистрация)",Москва,90000.0,150000.0,False,RUR,GreenGo
112742953,UX/UI-дизайнер,Москва,150000.0,200000.0,True,RUR,АВТОДОК (Autodoc)
110578187,Junior Golang разработчик,Москва,50000.0,,False,RUR,Судоргин Артем
112763600,Руководитель отдела персонала,Москва,170000.0,,True,RUR,Медиум
112449354,Офис-менеджер,Москва,,100000.0,False,RUR,Agalarov Development
112579976,Специалист технической поддержки (платежный шлюз),Москва,,150000.0,False,RUR,Monnect
111742838,Инженер-программист станков с ЧПУ,Москва,,350000.0,True,RUR,НЬЮТОН-ИТМ
112162117,UX/UI-дизайнер IT-интерфейсов,Зеленоград,150000.0,,True,RUR,Промис Лаб
111986458,Инженер-программист junior,Москва,110000.0,,True,RUR,ИНИТИ
112408671,Frontend-разработчик React,Москва,,60000.0,False,RUR,ГРЕЧКА
112518117,Художник 2D-арта,Москва,80000.0,,True,RUR,Золотой Дракон
111939254,TeamLead / TeachLead Руководитель отдела разработки,Москва,500000.0,1500000.0,False,RUR,VPNM (Тихонов Денис Олегович)
112699734,Backend python developer,Москва,130000.0,,False,RUR,ПромоДата
111181003,Специалист в офис,Москва,200000.0,250000.0,False,RUR,Самолет Плюс Мск Юг
111347636,Junior Project Manager,Москва,100000.0,130000.0,False,RUR,Red Dynamics
106777138,Тестировщик,Москва,180000.0,,True,RUR,ABCP
112600863,Backend-разработчик,Москва,350000.0,400000.0,False,RUR,Филиал The Visa Services в г. Москва
111898087,Middle+ Backend Developer,Москва,220000.0,270000.0,False,RUR,Перспектива
112732005,Unity-разработчик,Москва,20000.0,20000.0,False,RUR,Родионов А.В.
112770021,Программист-разработчик,Москва,150000.0,200000.0,False,RUR,Вершинина Евгения Михайловна
111224530,Младший проджект-менеджер,Москва,70000.0,80000.0,False,RUR,Зимние Игры
112607852,Go/Golang разработчик,Москва,140000.0,160000.0,False,RUR,Пиксель Квест
112746927,Senior iOS разработчик (Гибрид),Москва,,550000.0,True,RUR,Offer Now
111010938,Frontend-разработчик (Middle),Москва,100000.0,,False,RUR,Павлова Дарья Евгеньевна
111350374,Prompt-engineer,Москва,100000.0,300000.0,False,RUR,Нейросети
111507616,"Frontend-разработчик (Middle, Middle+)",Москва,180000.0,220000.0,False,RUR,HR-PROFI
111085708,Frontend-разработчик React.js,Москва,120000.0,,False,RUR,Appbooster
111426994,QA Manual (гибрид),Москва,120000.0,170000.0,False,RUR,RecruitTech
112432620,CTO/Руководитель отдела разработки,Москва,400000.0,600000.0,False,RUR,Перспектива
108391735,Frontend-разработчик,Москва,135000.0,,False,RUR,Онлайн-гимназия
112692556,Начальник отдела правового сопровождения инвестиционных проектов,Москва,,300000.0,False,RUR,Agalarov Development
112700149,Java-разработчик (developer),Москва,250000.0,,False,RUR,Северный Ветер
110754696,Middle Frontend developer,Москва,200000.0,,True,RUR,БКХ Еком
111052115,Manual QA,Москва,150000.0,,False,RUR,Ассоциация IPChain
112520027,Customer support specialist / специалист клиентской поддержки,Москва,,120000.0,False,RUR,MSG
112775424,Senior Front-End разработчик JS,Москва,190000.0,,False,RUR,ТНГ ГРУПП
108452364,Менеджер по подбору персонала,Москва,80000.0,,False,RUR,ИКС-ПРО
112591354,Python-разработчик,Москва,180000.0,,False,RUR,Аликсон
112568686,Java разработчик в проект Электронная отчетность,Москва,,250000.0,False,RUR,Платформа ОФД
112590067,Технический писатель,Москва,,250000.0,False,RUR,Monnect
112449978,Графический дизайнер (удаленно),Москва,70000.0,90000.0,True,RUR,Группа компаний МЕДСИ
112375107,Python Middle Developer,Москва,100000.0,,True,RUR,СМАРЕНТ
112518493,Стажер,Москва,50000.0,,False,RUR,Витте Консалтинг
110646300,Junior разработчик Python/Стажер (удаленно),Москва,,50000.0,False,RUR,Андреев Артём Александрович
111437020,Middle frontend developer (react),Москва,100000.0,160000.0,False,RUR,Фабрика Решений
111742642,Frontend-разработчик,Москва,,200000.0,True,RUR,BND LLC
111448134,Системный аналитик,Москва,150000.0,,False,RUR,Domeo
112602566,Администратор,Москва,110000.0,,False,RUR,LEGENDA
111723682,Операционный директор правового блока,Москва,,1000000.0,False,RUR,RecruitTech
112550259,PHP Разработчик (backend),Москва,1800.0,,False,USD,A1 SolarStore
112366420,Специалист по сборке электронных курсов,Москва,50000.0,75000.0,True,RUR,Логрус АйТи
112237717,Frontend-разработчик ReactJS,Москва,80000.0,140000.0,False,RUR,"Юнити,ООО"
112614387,SAP ABAP Developer (to Germany),Москва,,4500.0,False,EUR,Transparent Hiring
111424761,Системный аналитик (стажер),Москва,100000.0,,True,RUR,Аминева Елизавета
112679677,C#/.NET-разработчик,Москва,170000.0,210000.0,False,RUR,Группа компаний МЕДСИ
112001765,Разработчик C++,Москва,100000.0,105000.0,False,RUR,Макаров Алексей
112696773,Тестировщик Яндекс Браузера,Москва,,66000.0,False,RUR,Яндекс Крауд
112590428,Графический дизайнер / Веб дизайнер / Дизайнер для мероприятий,Москва,150000.0,180000.0,False,RUR,РБ.РУ
112438916,Unity-разработчик,Москва,,1000.0,True,USD,Pimpochka Games
111853662,Business development manager / BDM / BizDev (web3),Москва,1500.0,,False,USD,HR ME
112732591,PHP-разработчик,Москва,130000.0,200000.0,True,RUR,Sibdev
112737061,Младший бизнес-аналитик / стажёр,Москва,,50000.0,False,RUR,Радиум
108972672,Специалист поддержки партнеров (Telegram),Москва,30000.0,30000.0,False,RUR,Travelask.ru
112704230,Оператор чата,Москва,,33000.0,False,RUR,Гринлид Групп
111220057,Техник на складе (бытовая техника),Москва,60000.0,70000.0,True,RUR,Райт Скан
112714679,Junior Fullstack разработчик в офис,Москва,100000.0,,False,RUR,Ветростиль
112626637,UX/UI-дизайнер,Москва,120000.0,,True,RUR,Ювикам и Ко
112749416,Frontend-разработчик Middle+ (Vue),Москва,150000.0,,False,RUR,ЭИР Продакшн
108789972,Тестировщик,Москва,100000.0,,False,RUR,Carcade Leasing
112743788,UX/UI дизайнер IT-франшиз,Москва,120000.0,150000.0,False,RUR,Singular-IT
111843910,Frontend-разработчик (middle),Москва,215000.0,,True,RUR,Секьюр-Ти
109676257,Контент-менеджер сайтов,Москва,35000.0,,False,RUR,OVERCLICK
112771380,Ведущий веб-дизайнер UX/UI,Москва,120000.0,150000.0,False,RUR,ДМТ групп
112748802,Программист-разработчик,Москва,350000.0,400000.0,False,RUR,Mega Personal Регионы
112415283,Team Leader | Art Director,Москва,250000.0,350000.0,False,RUR,MARTA
111961404,Frontend-разработчик,Москва,,200000.0,False,RUR,DV-Consulting
112729146,Маркетолог-аналитик,Москва,150000.0,,False,RUR,Zoletto
107395830,Java-разработчик,Москва,150000.0,200000.0,True,RUR,Снэп АйТи
111792564,Middle Python Backend Developer,Москва,160000.0,220000.0,False,RUR,Vortex
111443435,Junior QA engineer,Москва,600.0,1000.0,False,USD,Hodl Hodl
112354041,IT Project manager (junior),Москва,125000.0,,False,RUR,Валта
112579543,Специалист клиентской поддержки (Customer support manager),Москва,,100000.0,False,RUR,Mindbox
112713322,Python разработчик,Москва,,250000.0,False,RUR,РБК
111504613,Директор по строительству (индивидуальное малоэтажное строительство),Москва,1000000.0,,False,RUR,MAAR DEVELOPMENT
112507512,Специалист дистанционного обучения (Websoft),Москва,200000.0,200000.0,False,RUR,NOVAROLL
112772568,Тестировщик / специалист технической поддержки,Москва,50000.0,80000.0,False,RUR,Selsup
110999730,UX/UI дизайнер / Продуктовый дизайнер (Junior+/Middle),Москва,70000.0,110000.0,False,RUR,Mish Design
111536787,Менеджер по работе с ключевыми клиентами,Москва,150000.0,,False,RUR,Ситипоинт
112440342,IT Project Manager,Москва,1700.0,2050.0,False,USD,DevCube
112334914,Middle специалист по контекстной рекламе/Директолог(гибрид),Москва,150000.0,,False,RUR,ТУРКОВ
112576428,Продакт-менеджер (Selection),Москва,280000.0,,True,RUR,Лэтуаль Диджитал
110876155,Начинающий Project Manager (IT),Москва,90000.0,125000.0,False,RUR,Альянс
111970337,Системный аналитик,Москва,250000.0,,False,RUR,В Кадре
112405967,Начальник отдела финансового анализа,Москва,270000.0,,False,RUR,Холдинговая компания Новолекс
110797718,Frontend разработчик (Middle),Москва,150000.0,200000.0,False,RUR,Оптимальные системы
112072184,Business development manager (Gambling),Москва,100000.0,220000.0,False,RUR,X-partners
112647267,IOS-разработчик,Москва,,400000.0,True,RUR,Артвелл
112573206,"Менеджер по пожарной безопасности, ГО, ЧС и безопасности",Москва,,190000.0,True,RUR,ADG group
108988570,Junior Frontend Developer React,Москва,60000.0,,False,RUR,Sycret.ru
111613817,Account manager (Аккаунт менеджер) IT,Москва,1200.0,,False,USD,Жукова Мария Юрьевна
112357514,Frontend developer,Москва,2000.0,3100.0,False,USD,Appie.tech
110958893,Frontend-разработчик,Москва,50000.0,220000.0,False,RUR,AVS Consulting
112748658,Тимлид B2B продаж / Sales & Business Development Executive,Москва,200000.0,,False,RUR,SMS Aero
112504163,Персональный водитель руководителя,Москва,,120000.0,True,RUR,"Пионер, Группа компаний"
109210282,Проджект-менеджер/Аналитик,Москва,,200000.0,False,RUR,AISA
109144502,Специалист контроля качества,Москва,30000.0,45000.0,False,RUR,Travelask.ru
112741710,Дизайнер-верстальщик,Москва,45000.0,45000.0,True,RUR,Гарант
111757941,Стажер в команду тестирования / QA Intern,Москва,50000.0,,True,RUR,Кокалевский Алексей Алексеевич
112774797,Бухгалтер - экономист,Москва,80000.0,,False,RUR,Эдстрим Диджитал
112351814,Head of Sales,Москва,300000.0,,True,RUR,OpenHiring
112665371,"Junior+ QA Engineer (SaaS, e-commerce)",Москва,60000.0,90000.0,False,RUR,DIGINETICA
112703711,Заместитель главного редактора в отраслевое СМИ,Москва,,150000.0,False,RUR,"Рубеж, Группа компаний"
112325053,Разработчик Java / Java Developer (middle),Москва,,250000.0,False,RUR,АГ-Логистик
109412850,C#/.NET-разработчик,Москва,175000.0,,True,RUR,Мэйджор Терминал
112506448,Оператор call-центра (на проект),Москва,90000.0,,False,RUR,Ricci | Жилая недвижимость
112582184,Офис-менеджер/ассистент руководителя,Москва,100000.0,110000.0,False,RUR,Примула
111875122,Java Developer Middle+ (fintech project),Москва,250000.0,350000.0,False,RUR,Картнода
111536666,Инженер-тестировщик ПО,Москва,80000.0,100000.0,False,RUR,FINTECH CORE
112592579,React-разработчик_middle (удалённо с территории РФ),Москва,,250000.0,False,RUR,Amex Development
111886658,Senior Developer ( C#/blockchain ),Москва,350000.0,600000.0,False,RUR,Брисмани
112448549,Специалист НСИ,Москва,100000.0,150000.0,False,RUR,Форт
112250837,Программист C++ Junior,Москва,50000.0,,False,RUR,Петров Игорь Кириллович
112579873,.NET разработчик,Москва,,400000.0,False,RUR,Monnect
111264221,Главный инженер,Москва,4000.0,,False,USD,ESI Technology
112689857,Офис-менеджер (отдел продаж 2/2),Москва,,93500.0,False,RUR,Хаттон Девелопмент
112706687,Ведущий программист 1С,Москва,400000.0,,True,RUR,ЛИГА
111347055,Mobile Developer,Москва,60000.0,,False,RUR,ЮниСейф
112423062,Node.js разработчик,Москва,200000.0,220000.0,False,RUR,aQsi
112409078,Контент-менеджер,Москва,80000.0,,False,RUR,MILANA Shoes & Accessories
112431165,Middle PHP developer,Москва,180000.0,250000.0,True,RUR,Оджетто
112750446,Диспетчер (дежурный),Москва,76000.0,,False,RUR,РТ-ТехСервис
112627495,DevOps инженер (junior +),Москва,80000.0,120000.0,False,RUR,Страховые Партнеры
110794336,Младший системный аналитик,Москва,80000.0,140000.0,False,RUR,Soar high software
112795525,Java-разработчик,Москва,,340000.0,False,RUR,Точка
112036170,Юрист Gamedev,Москва,180000.0,,False,RUR,AYA GAMES
112539745,Middle/Middle+ PHP Developer,Москва,200000.0,250000.0,True,RUR,Компания 05.ру
112741875,Project / Product Manager - Менеджер Продукта и Проектов IT Fintech (Дубай),Москва,220000.0,300000.0,False,RUR,Nexus Hub
112710274,Специалист по земельно-имущественным отношениям,Москва,120000.0,140000.0,True,RUR,Астерра
112573111,Тестировщик в FinTech-продукт,Москва,1000.0,2000.0,False,USD,Лалиев Никита Алексеевич
112144741,Руководитель проектов,Москва,300000.0,,True,RUR,Специализированный застройщик BM GROUP
111971156,Младший PR-специалист,Москва,30000.0,,False,RUR,BE TONE agency
112345947,Vue разработчик,Москва,200000.0,,True,RUR,Мэйджор Терминал
111239343,Младший архитектор,Москва,50000.0,60000.0,False,RUR,Флэтплан
112073280,Специалист по тестированию ПО,Москва,60000.0,,False,RUR,Easy-prog.com
112800072,Руководитель юридического отдела (Девелопмент),Москва,200000.0,,False,RUR,КА Пальмира
111747980,React Developer Middle+,Москва,180000.0,,False,RUR,Сджей Глобал
112752552,Программист 1С (Junior +),Москва,120000.0,180000.0,False,RUR,Центр Внедрения Профальянс
112575988,Программист C++,Москва,150000.0,450000.0,False,RUR,АВЕКС
110896295,Менеджер по работе с клиентами (дистанционный формат),Москва,100000.0,,True,RUR,LOGISTIX
112542290,Специалист по подбору IT персонала,Москва,120000.0,,True,RUR,СПЕЦИАЛЬНЫЕ ТЕХНОЛОГИИ
112720182,Backend-разработчик Bitrix (Битрикс),Москва,210000.0,300000.0,True,RUR,Lab4U - медицинская онлайн-лаборатория
112053648,Администратор сайта,Москва,80000.0,,False,RUR,Синоком
112552932,Junior IT специалист/системный аналитик,Москва,100000.0,150000.0,False,RUR,Громова Лукия Максимовна
111792383,Программист 1С,Москва,130000.0,,False,RUR,ОСМИ
110908580,Junior IOS developer,Москва,70000.0,,False,RUR,Effective Mobile
112640250,SEO-специалист / SEO-оптимизатор - Middle+,Москва,100000.0,,False,RUR,Vela
111600408,Python-разработчик,Москва,,200000.0,False,RUR,AYA Group
111882579,Frontend-разработчик,Москва,,230000.0,True,RUR,Лэтуаль Диджитал
111568494,Менеджер по привлечению партнеров в компанию Манн и Черемных,Москва,100000.0,500000.0,False,RUR,"Манн, Черемных и Партнеры"
112750920,Frontend Developer (Vue.Js 3/Nuxt 3),Москва,160000.0,170000.0,False,RUR,Максис
110977230,Middle Python backend разработчик,Москва,160000.0,,False,RUR,Дартком
112620083,Backend developer / Бэкенд разработчик (Middle/Senior),Москва,80000.0,150000.0,False,RUR,DigiNeat LLC
112726125,"B2B Outreach Manager, LinkedIn / Email, US",Москва,1500.0,,False,USD,Insquad
112309950,Менеджер по развитию бизнеса B2B (BizDev),Москва,300000.0,,False,RUR,HRecruiting Community
112534642,Python developer (middle/middle+),Москва,150000.0,200000.0,False,RUR,Мустанг Технологии Кормления
112687128,IT Ops (специалист),Москва,1000.0,1800.0,False,USD,iGaming Company
112681999,Vue.JS разработчик,Москва,220000.0,270000.0,False,RUR,Группа компаний МЕДСИ
110865056,QA engineer Junior / Тестировщик ПО / Tester,Москва,70000.0,100000.0,False,RUR,Финуслуги.ру
112313598,Android-Разработчик,Москва,190000.0,215000.0,True,RUR,Снэп АйТи
112506205,Менеджер по продажам (IT-компания),Москва,,250000.0,False,RUR,Бизнес-Азимут
112713349,Game designer / Геймдизайнер (Gamedev),Москва,700.0,,False,USD,Креативкод
112672795,Project Manager IT,Москва,160000.0,200000.0,True,RUR,We Wizards
112551853,Интернет-маркетолог,Москва,120000.0,150000.0,False,RUR,Ларин Андрей Сергеевич
112529771,Middle Python Developer,Москва,,200000.0,True,RUR,МФК Фордевинд
112716428,Mobile разработчик iOS / React Native developer / Swift,Москва,3000.0,5000.0,False,EUR,Альянс
112440043,Администратор проекта,Москва,65000.0,75000.0,True,RUR,САПРАН
111206678,Инженер Linux / Junior Devops,Москва,200000.0,,False,RUR,Southbridge
111898979,Node JS разработчик,Москва,260000.0,,False,RUR,ОГРК-Центр
112587278,Дизайнер - разработчик сайтов,Москва,,100000.0,False,RUR,Облицова Елена Александровна ​
104823092,Тестировщик ПО,Москва,140000.0,170000.0,False,RUR,Inline Telecom Solutions
108637875,Разработчик .net / С#,Москва,,500000.0,False,RUR,КАТЮША ПРИНТ
110627391,Разработчик React.js + Node.js Full Stack Middle / Senior Developer at AI Startup (Remote),Москва,250000.0,500000.0,False,RUR,РТ
111313345,Backend разработчик,Москва,90000.0,,False,RUR,Aiti Guru
112057358,Трафик менеджер сети нативной рекламы ttarget,Москва,200000.0,250000.0,False,RUR,Goldfish media
111989084,Технический эксперт (написание технической документации в направлении сетей и ЦОД),Москва,,500000.0,True,RUR,Департамент персонала
112006105,Junior QA Manual (Ручное тестирование),Москва,40000.0,80000.0,False,RUR,Oxytocin
108621432,Бизнес-аналитик (Junior),Москва,90000.0,130000.0,False,RUR,Альянс
111299797,Юрист по аренде и эксплуатации торговых центров,Москва,200000.0,200000.0,True,RUR,ADG group
112346010,Инженер-программист АСУТП (дистанционный формат работы),Москва,150000.0,,False,RUR,LOGISTIX
112508867,Косметолог-эстетист,Москва,90000.0,250000.0,True,RUR,Зазеркалье
112716298,Помощник администратора,Москва,,30000.0,False,RUR,АНО ДО Московская школа программистов
