<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
LKOH,D,200729,000000,5033.5,5193,5022,5184.5,1821088
LKOH,D,200730,000000,5170,5178,5055,5115,1136047
LKOH,D,200731,000000,5114,5130,5051,5087.5,862462
LKOH,D,200803,000000,5072,5087,5028,5037,826984
LKOH,D,200804,000000,5056,5060,5002,5038.5,780821
LKOH,D,200805,000000,5051.5,5155,5042,5136,1198674
LKOH,D,200806,000000,5150.5,5174,5091,5130,880905
LKOH,D,200807,000000,5112.5,5125.5,5066,5088,555122
LKOH,D,200810,000000,5100,5153,5090,5112,649192
LKOH,D,200811,000000,5118.5,5210,5113,5170,1301940
LKOH,D,200812,000000,5190,5303.5,5188,5303,1084694
LKOH,D,200813,000000,5300,5387,5252.5,5312,1020623
LKOH,D,200814,000000,5323,5324,5234.5,5284.5,715918
LKOH,D,200817,000000,5303,5321.5,5235,5281.5,677375
LKOH,D,200818,000000,5264.5,5296,5231,5268.5,706037
LKOH,D,200819,000000,5264.5,5313,5233,5246.5,629584
LKOH,D,200820,000000,5228.5,5231,5088,5137.5,1219776
LKOH,D,200821,000000,5150.5,5158,5027,5092.5,1040043
LKOH,D,200824,000000,5110.5,5198,5103.5,5186,880068
LKOH,D,200825,000000,5199,5228,5145,5220,971273
LKOH,D,200826,000000,5231.5,5288,5197,5278,795039
LKOH,D,200827,000000,5286,5292.5,5154,5174,1030110
LKOH,D,200828,000000,5170,5178.5,5056.5,5082,776902
LKOH,D,200831,000000,5096,5128.5,4960,4991,1416679
LKOH,D,200901,000000,5009.5,5016,4917,4949,1286553
LKOH,D,200902,000000,4953,4978.5,4828.5,4852,1545721
LKOH,D,200903,000000,4839.5,4898,4795.5,4814,1513466
LKOH,D,200904,000000,4802,4888,4802,4858,963821
LKOH,D,200907,000000,4829.5,4850,4790,4795,646340
LKOH,D,200908,000000,4800,4822,4684.5,4719.5,1301443
LKOH,D,200909,000000,4704,4758.5,4664,4709,1081515
LKOH,D,200910,000000,4716.5,4736,4631.5,4661,1072340
LKOH,D,200911,000000,4668,4749,4645.5,4725.5,822325
LKOH,D,200914,000000,4746.5,4804.5,4733,4752.5,945651
LKOH,D,200915,000000,4754,4884,4735,4876,1498917
LKOH,D,200916,000000,4893.5,4929.5,4821.5,4863.5,1351352
LKOH,D,200917,000000,4814.5,4821,4750.5,4793.5,1535383
LKOH,D,200918,000000,4805,4815.5,4655,4677,2914282
LKOH,D,200921,000000,4664.5,4665,4462,4511,2314250
LKOH,D,200922,000000,4504,4560,4458,4529,1448653
LKOH,D,200923,000000,4526,4542,4443.5,4456,1339302
LKOH,D,200924,000000,4457.5,4584.5,4410,4563,1619164
LKOH,D,200925,000000,4578.5,4600.5,4478,4560,1163134
LKOH,D,200928,000000,4574.5,4634.5,4552,4627,1051405
LKOH,D,200929,000000,4627,4644.5,4484,4508.5,1595944
LKOH,D,200930,000000,4487,4520.5,4457,4470,1017690
LKOH,D,201001,000000,4489,4506.5,4390.5,4408.5,1024102
LKOH,D,201002,000000,4376,4382.5,4313,4379,1216751
LKOH,D,201005,000000,4405.5,4487,4363.5,4479,1227120
LKOH,D,201006,000000,4492.5,4563.5,4486.5,4519.5,1155256
LKOH,D,201007,000000,4507.5,4527,4398.5,4474,1167347
LKOH,D,201008,000000,4482,4503,4431,4498,948365
LKOH,D,201009,000000,4510,4510.5,4411,4451.5,853029
LKOH,D,201012,000000,4444,4493.5,4428,4445,611022
LKOH,D,201013,000000,4440,4473,4364,4374.5,798410
LKOH,D,201014,000000,4373,4385.5,4326,4364.5,931848
LKOH,D,201015,000000,4352,4362.5,4231,4271,1447465
LKOH,D,201016,000000,4259,4301,4200.5,4253,1483214
LKOH,D,201019,000000,4280,4296,4171,4194,824034
LKOH,D,201020,000000,4184,4289,4164,4270,950098
LKOH,D,201021,000000,4291,4297,4202,4211.5,871652
LKOH,D,201022,000000,4189.5,4318,4182,4307.5,1083696
LKOH,D,201023,000000,4305,4374.5,4287.5,4325,1003020
LKOH,D,201026,000000,4290,4301.5,4205,4223,882310
LKOH,D,201027,000000,4234.5,4249.5,4111,4123.5,1237053
LKOH,D,201028,000000,4097.5,4109.5,3961,4012.5,2006801
LKOH,D,201029,000000,4035.5,4080,3996,4057.5,1375645
LKOH,D,201030,000000,4008,4089,3970,4050,1225740
LKOH,D,201102,000000,4020,4165,3992,4162,1696450
LKOH,D,201103,000000,4162,4269.5,4160.5,4252,1530752
LKOH,D,201105,000000,4300.5,4379,4279.5,4321.5,1394595
LKOH,D,201106,000000,4306,4418.5,4272,4396,1364853
LKOH,D,201109,000000,4455.5,4820,4420,4755,4566655
LKOH,D,201110,000000,4749,4950,4702,4884.5,3268426
LKOH,D,201111,000000,4920.5,4996,4916.5,4945,2663948
LKOH,D,201112,000000,4905,4939.5,4821.5,4853,1861773
LKOH,D,201113,000000,4834.5,4900,4795,4879,948327
LKOH,D,201116,000000,4902,4949.5,4861,4932.5,1400619
LKOH,D,201117,000000,4943,4954,4796.5,4864,1512090
LKOH,D,201118,000000,4843.5,4972,4818,4890,1367243
LKOH,D,201119,000000,4882.5,4937,4850,4916,1213071
LKOH,D,201120,000000,4910.5,4952,4877.5,4948.5,766614
LKOH,D,201123,000000,4963,5046.5,4945.5,5026.5,1803959
LKOH,D,201124,000000,5056,5179.5,5050,5179.5,2117841
LKOH,D,201125,000000,5190.5,5395,5141.5,5392.5,3139071
LKOH,D,201126,000000,5396,5400,5236,5243,1824651
LKOH,D,201127,000000,5230,5269.5,5164.5,5260,1649100
LKOH,D,201130,000000,5198,5250,4982,5063,3718388
LKOH,D,201201,000000,5072,5121,5022,5058.5,1507058
LKOH,D,201202,000000,5034,5199,5024,5167,1544503
LKOH,D,201203,000000,5172,5184.5,4988,5053,2012816
LKOH,D,201204,000000,5121,5195,5090.5,5122,1507715
LKOH,D,201207,000000,5103.5,5143,5035.5,5039.5,1184748
LKOH,D,201208,000000,5015.5,5059,4953,4994,1264179
LKOH,D,201209,000000,5003.5,5128,4980,5023,1546920
LKOH,D,201210,000000,5006.5,5338,5005.5,5287,2581306
LKOH,D,201211,000000,5298.5,5420,5275,5380,2277373
LKOH,D,201214,000000,5416,5494,5262,5325,2108840
LKOH,D,201215,000000,5306.5,5399.5,5220,5297.5,1486533
LKOH,D,201216,000000,5297.5,5307,5105,5174,2284255
LKOH,D,201217,000000,5179.5,5244.5,5104,5188,2013453
LKOH,D,201218,000000,5173,5176.5,5075,5140,2724592
LKOH,D,201221,000000,5069.5,5115,4938.5,5095.5,2452216
LKOH,D,201222,000000,5040.5,5138,5040.5,5073,1157972
LKOH,D,201223,000000,5067,5130,5047.5,5107,658533
LKOH,D,201224,000000,5121,5148,5082.5,5105.5,433719
LKOH,D,201225,000000,5110,5113,5087.5,5106,134682
LKOH,D,201228,000000,5114,5175.5,5101,5101.5,688066
LKOH,D,201229,000000,5115,5170,5114,5143,661110
LKOH,D,201230,000000,5153.5,5204,5146,5169.5,789928
LKOH,D,210104,000000,5232,5274.5,5186.5,5212.5,773026
LKOH,D,210105,000000,5210,5359,5180,5358.5,1178125
LKOH,D,210106,000000,5375,5401,5304,5376.5,1393471
LKOH,D,210108,000000,5439.5,5557.5,5425,5556.5,2062517
LKOH,D,210111,000000,5510.5,5639,5451,5599,2045942
LKOH,D,210112,000000,5618,5724.5,5615,5721,1746424
LKOH,D,210113,000000,5754,5827,5706,5755,2041824
LKOH,D,210114,000000,5752,5957.5,5715,5937,2105732
LKOH,D,210115,000000,5889.5,5995,5852,5888.5,1914626
LKOH,D,210118,000000,5863.5,5902,5802.5,5873,1306744
LKOH,D,210119,000000,5912,5968,5854,5892,1242959
LKOH,D,210120,000000,5907,5962,5843,5864,965966
LKOH,D,210121,000000,5884,5921.5,5710,5771,1831900
LKOH,D,210122,000000,5705,5787,5626,5740.5,1632508
LKOH,D,210125,000000,5752.5,5797.5,5675,5722,1320058
LKOH,D,210126,000000,5681,5703.5,5553,5595.5,1621675
LKOH,D,210127,000000,5610.5,5631,5484,5499.5,1731861
LKOH,D,210128,000000,5467,5617,5442.5,5575,1683337
LKOH,D,210129,000000,5555,5561.5,5365.5,5377,2020670
LKOH,D,210201,000000,5417.5,5426,5296.5,5406,2110804
LKOH,D,210202,000000,5426,5577,5407.5,5516,2448824
LKOH,D,210203,000000,5554,5642,5491.5,5555,1796746
LKOH,D,210204,000000,5565.5,5728.5,5529,5699.5,2269932
LKOH,D,210205,000000,5740.5,5770.5,5644,5715,1125316
LKOH,D,210208,000000,5750,5797.5,5698,5758,963438
LKOH,D,210209,000000,5780.5,5796,5654,5695,1049377
LKOH,D,210210,000000,5700,5712.5,5560,5594.5,1340726
LKOH,D,210211,000000,5581,5690,5546,5641.5,705902
LKOH,D,210212,000000,5624.5,5756.5,5501,5756,1264596
LKOH,D,210215,000000,5820,5910,5772,5909.5,1137579
LKOH,D,210216,000000,5918,5930,5805.5,5868.5,931974
LKOH,D,210217,000000,5860.5,5876.5,5682,5768.5,1282901
LKOH,D,210218,000000,5761.5,5784,5588.5,5615,1261967
LKOH,D,210219,000000,5580,5697,5561,5656,1241815
LKOH,D,210220,000000,5657,5659,5602.5,5633,122313
LKOH,D,210222,000000,5651,5797,5592,5786,1191686
LKOH,D,210224,000000,5751,5791,5676.5,5788.5,1136455
LKOH,D,210225,000000,5804.5,5888,5731,5740.5,1649316
LKOH,D,210226,000000,5707,5794.5,5545,5575.5,2505092
LKOH,D,210301,000000,5623,5660,5590.5,5634,1039122
LKOH,D,210302,000000,5609.5,5676,5592,5648.5,769865
LKOH,D,210303,000000,5684,5747.5,5631.5,5701,887997
LKOH,D,210304,000000,5715,5955,5690,5806,1943650
LKOH,D,210305,000000,5856,6245,5852,6236,3837382
LKOH,D,210309,000000,6198,6405,6167,6305,1974435
LKOH,D,210310,000000,6277,6300.5,6084,6127.5,1642730
LKOH,D,210311,000000,6152.5,6339,6109.5,6339,1523644
LKOH,D,210312,000000,6313.5,6377,6267,6356,947594
LKOH,D,210315,000000,6382,6480,6360,6472.5,1704229
LKOH,D,210316,000000,6454.5,6470.5,6314,6445,1909495
LKOH,D,210317,000000,6450,6475,6294,6363,1609679
LKOH,D,210318,000000,6369,6373.5,6059,6083,2134943
LKOH,D,210319,000000,6075,6149,5960,6078,2904138
LKOH,D,210322,000000,6061,6167,5980,6118,1217746
LKOH,D,210323,000000,6085,6098,5951,5961,1729905
LKOH,D,210324,000000,5999,6231,5976,6162.5,1525656
LKOH,D,210325,000000,6160,6195.5,6056,6182,1160792
LKOH,D,210326,000000,6200,6289,6194,6283,1195517
LKOH,D,210329,000000,6233,6278,6174,6257.5,817397
LKOH,D,210330,000000,6268,6316.5,6125.5,6155,944974
LKOH,D,210331,000000,6168,6188,6097.5,6111.5,833364
LKOH,D,210401,000000,6152.5,6189,6015,6112,1142711
LKOH,D,210402,000000,6120.5,6137,6076.5,6108.5,236045
LKOH,D,210405,000000,6095,6095,5951,5990.5,855330
LKOH,D,210406,000000,6008,6024,5871.5,5891,1171232
LKOH,D,210407,000000,5892,6001,5842,5978,1423877
LKOH,D,210408,000000,5990,6068,5945,6008.5,768280
LKOH,D,210409,000000,6002,6006,5867,5933,1148032
LKOH,D,210412,000000,5908.5,6037,5886.5,6020,1267547
LKOH,D,210413,000000,6004.5,6055,5946.5,6044.5,750478
LKOH,D,210414,000000,6081.5,6168.5,5975,6134,1340862
LKOH,D,210415,000000,6087,6118.5,6017,6054.5,1190659
LKOH,D,210416,000000,6089,6104,6025,6066,760492
LKOH,D,210419,000000,6060,6087,5986,6007,555404
LKOH,D,210420,000000,6021.5,6061,5840,5897,1449856
LKOH,D,210421,000000,5880,5966.5,5876.5,5946,850502
LKOH,D,210422,000000,5945,6057,5886.5,5999,1305445
LKOH,D,210423,000000,6020,6027.5,5931,5950,855562
LKOH,D,210426,000000,5951,5971,5892.5,5919,840943
LKOH,D,210427,000000,5917,5966.5,5870.5,5903.5,762862
LKOH,D,210428,000000,5906,5945,5844,5901,891359
LKOH,D,210429,000000,5931,5945,5875,5926,1022280
LKOH,D,210430,000000,5915,5945,5760,5805,1379006
LKOH,D,210504,000000,5815,5999,5815,5991,1373105
LKOH,D,210505,000000,6010.5,6156,5985.5,6122,1340797
LKOH,D,210506,000000,6124,6185,6061,6087,1015821
LKOH,D,210507,000000,6103.5,6122.5,6042.5,6088,726220
LKOH,D,210510,000000,6097,6203,6093,6118,1042800
LKOH,D,210511,000000,6092,6093.5,5948,6021,1245809
LKOH,D,210512,000000,6021,6205,6003.5,6119,1424252
LKOH,D,210513,000000,6100,6127,5999.5,6040,1173785
LKOH,D,210514,000000,6052.5,6077,6002,6050,505834
LKOH,D,210517,000000,6018,6026,5868.5,5976,1720346
LKOH,D,210518,000000,6000,6043,5962.5,5994,1804042
LKOH,D,210519,000000,5974.5,5978,5767.5,5862.5,1733021
LKOH,D,210520,000000,5852,5863.5,5681,5711,1350464
LKOH,D,210521,000000,5714,5852,5697,5800.5,1122864
LKOH,D,210524,000000,5831.5,5859.5,5774,5818,571607
LKOH,D,210525,000000,5835,5975.5,5823,5913,1085314
LKOH,D,210526,000000,5923,6019.5,5918,6016.5,1172616
LKOH,D,210527,000000,5999,6012,5915,5992,1612125
LKOH,D,210528,000000,6013,6030,5936,5955,733108
LKOH,D,210531,000000,5957,6010.5,5951,5993,392489
LKOH,D,210601,000000,6023.5,6223,6017,6210,2080801
LKOH,D,210602,000000,6222,6430,6215,6428,2238487
LKOH,D,210603,000000,6460,6499,6327,6474.5,1951973
LKOH,D,210604,000000,6472,6570,6442,6511,1522097
LKOH,D,210607,000000,6488,6590,6460,6555,918412
LKOH,D,210608,000000,6533,6564.5,6400,6504.5,1369216
LKOH,D,210609,000000,6525,6595.5,6487,6587,942484
LKOH,D,210610,000000,6575.5,6660.5,6548,6570,1088247
LKOH,D,210611,000000,6570,6607.5,6488,6518.5,577405
LKOH,D,210614,000000,6530,6547.5,6447,6515,580500
LKOH,D,210615,000000,6522,6527.5,6431,6504.5,827007
LKOH,D,210616,000000,6523.5,6637.5,6522.5,6591.5,1179384
LKOH,D,210617,000000,6563,6746,6560.5,6669.5,1678291
LKOH,D,210618,000000,6644,6710,6606,6653,1861951
LKOH,D,210621,000000,6645,6700,6603,6697,685596
LKOH,D,210622,000000,6732,6769,6663,6715.5,1070707
LKOH,D,210623,000000,6734.5,6741.5,6621,6633,1062120
LKOH,D,210624,000000,6632.5,6759,6620,6725,1483543
LKOH,D,210625,000000,6720,6813,6710.5,6810,876091
LKOH,D,210628,000000,6810.5,6867,6744,6759,804732
LKOH,D,210629,000000,6730.5,6749,6642.5,6685,1283942
LKOH,D,210630,000000,6692.5,6804.5,6617,6762.5,1143707
LKOH,D,210701,000000,6770,7013,6762,7010,1490298
LKOH,D,210702,000000,6825.5,6920,6810.5,6849,992753
LKOH,D,210705,000000,6871,6871.5,6767,6845,386882
LKOH,D,210706,000000,6869,6939,6824,6829,1542790
LKOH,D,210707,000000,6830,6904.5,6732.5,6782,934282
LKOH,D,210708,000000,6738,6750,6597,6684,1029273
LKOH,D,210709,000000,6674,6717,6618,6655,844030
LKOH,D,210712,000000,6646,6650,6573,6611,539778
LKOH,D,210713,000000,6625,6646,6580,6637,650013
LKOH,D,210714,000000,6631,6750,6562,6566,1139559
LKOH,D,210715,000000,6550,6552,6403,6430.5,973634
LKOH,D,210716,000000,6397.5,6479.5,6327.5,6362,781647
LKOH,D,210719,000000,6304,6339,6213.5,6228,926660
LKOH,D,210720,000000,6271,6330,6205,6307.5,1049649
LKOH,D,210721,000000,6291,6408.5,6265.5,6393,907800
LKOH,D,210722,000000,6401.5,6467,6330.5,6456,866384
LKOH,D,210723,000000,6460.5,6477.5,6380.5,6433.5,736662
LKOH,D,210726,000000,6373,6408,6315,6405,645400
LKOH,D,210727,000000,6383.5,6401.5,6292,6332.5,648049
LKOH,D,210728,000000,6349,6427,6342,6415,687330
LKOH,D,210729,000000,6445.5,6455.5,6382.5,6416,674738
LKOH,D,210730,000000,6398,6402,6266.5,6299,1129457
LKOH,D,210802,000000,6308.5,6380,6260,6308,893284
LKOH,D,210803,000000,6301.5,6330,6205.5,6297,999182
LKOH,D,210804,000000,6310,6333.5,6226,6235,754130
LKOH,D,210805,000000,6218,6312,6211.5,6312,577956
LKOH,D,210806,000000,6319.5,6328.5,6227,6236,727121
LKOH,D,210809,000000,6198,6310,6110.5,6290,787985
LKOH,D,210810,000000,6325,6427.5,6322,6423.5,995809
LKOH,D,210811,000000,6438,6487.5,6400,6450,917959
LKOH,D,210812,000000,6450.5,6530,6431.5,6504.5,620833
LKOH,D,210813,000000,6488,6512,6406,6429.5,572534
LKOH,D,210816,000000,6400,6503,6369.5,6495.5,621148
LKOH,D,210817,000000,6476,6615,6441.5,6567.5,1149179
LKOH,D,210818,000000,6607.5,6615,6444.5,6445,757040
LKOH,D,210819,000000,6404,6424.5,6255,6332,1232898
LKOH,D,210820,000000,6313,6348,6262.5,6339.5,559803
LKOH,D,210823,000000,6383,6489,6371,6475.5,750426
LKOH,D,210824,000000,6500,6521.5,6408,6488,633383
LKOH,D,210825,000000,6462,6483,6420.5,6431,406112
LKOH,D,210826,000000,6419,6430,6308,6343.5,610360
LKOH,D,210827,000000,6373.5,6443,6325.5,6429.5,769681
LKOH,D,210830,000000,6446.5,6471.5,6403.5,6439,504200
LKOH,D,210831,000000,6437,6449,6221,6283.5,2056787
LKOH,D,210901,000000,6302,6351,6264,6334,1106615
LKOH,D,210902,000000,6330,6408,6278.5,6350.5,1129608
LKOH,D,210903,000000,6363.5,6366,6301,6330,653587
LKOH,D,210906,000000,6327,6372,6314.5,6325,561034
LKOH,D,210907,000000,6335,6338.5,6268.5,6280,791670
LKOH,D,210908,000000,6282,6354,6246.5,6341.5,1079275
LKOH,D,210909,000000,6330,6354.5,6261,6269.5,827841
LKOH,D,210910,000000,6299,6339,6272,6300,747146
LKOH,D,210913,000000,6321,6423.5,6308,6420.5,805842
LKOH,D,210914,000000,6441.5,6600,6428.5,6570,1833094
LKOH,D,210915,000000,6600,6767,6583.5,6724.5,1489881
LKOH,D,210916,000000,6704,6800,6565,6664,1762500
LKOH,D,210917,000000,6671.5,6673,6565,6600.5,1332859
LKOH,D,210920,000000,6538,6596.5,6494,6551,868297
LKOH,D,210921,000000,6579,6660,6557,6605,917647
LKOH,D,210922,000000,6654,6721.5,6622,6702,667239
LKOH,D,210923,000000,6749,6801,6707,6801,966130
LKOH,D,210924,000000,6800,6859.5,6740.5,6825,824276
LKOH,D,210927,000000,6900,7003,6871,6986,1410591
LKOH,D,210928,000000,7015,7141.5,6964,6968,1472618
LKOH,D,210929,000000,6928,7030,6900.5,6992,1053957
LKOH,D,210930,000000,7011,7039,6850.5,6903.5,1427649
LKOH,D,211001,000000,6863.5,6990,6835,6987.5,697983
LKOH,D,211004,000000,7000,7160.5,6940.5,7134.5,1569230
